Kommun_kod;Kommun_kod_S;Kommun_namn;Lan_kod;Lan_kod_S;Lan_bokstav;Lan_Namn;FA15Nr;FA15Namn;Nuts1_kod;Nuts1_namn;Nuts2_kod;Nuts2_namn;LandsbKom_3_kod;LandsbKom_3_Namn;LandsbKom_6_kod;LandsbKom_6_Namn;SCB_lan_namn;Kolada_lan_namn
2262;2262;Timrå;22;22;Y;Västernorrlands län;42;Sundsvall;SE3;Norra Sverige;SE32;Mellersta Norrland;2;Täta kommuner;22;Täta kommuner nära en större stad;22 Västernorrlands län;Region Västernorrland
2280;2280;Härnösand;22;22;Y;Västernorrlands län;42;Sundsvall;SE3;Norra Sverige;SE32;Mellersta Norrland;2;Täta kommuner;22;Täta kommuner nära en större stad;22 Västernorrlands län;Region Västernorrland
2281;2281;Sundsvall;22;22;Y;Västernorrlands län;42;Sundsvall;SE3;Norra Sverige;SE32;Mellersta Norrland;2;Täta kommuner;22;Täta kommuner nära en större stad;22 Västernorrlands län;Region Västernorrland
2282;2282;Kramfors;22;22;Y;Västernorrlands län;43;Kramfors;SE3;Norra Sverige;SE32;Mellersta Norrland;1;Landsbygdskommuner;11;Landsbygdskommuner avlägset belägna;22 Västernorrlands län;Region Västernorrland
2283;2283;Sollefteå;22;22;Y;Västernorrlands län;45;Sollefteå;SE3;Norra Sverige;SE32;Mellersta Norrland;1;Landsbygdskommuner;11;Landsbygdskommuner avlägset belägna;22 Västernorrlands län;Region Västernorrland
2284;2284;Örnsköldsvik;22;22;Y;Västernorrlands län;44;Örnsköldsvik;SE3;Norra Sverige;SE32;Mellersta Norrland;2;Täta kommuner;21;Täta kommuner avlägset belägna;22 Västernorrlands län;Region Västernorrland
2303;2303;Ragunda;23;23;Z;Jämtlands län;41;Östersund;SE3;Norra Sverige;SE32;Mellersta Norrland;1;Landsbygdskommuner;11;Landsbygdskommuner avlägset belägna;23 Jämtlands län;Region Jämtland Härjedalen
2305;2305;Bräcke;23;23;Z;Jämtlands län;41;Östersund;SE3;Norra Sverige;SE32;Mellersta Norrland;1;Landsbygdskommuner;11;Landsbygdskommuner avlägset belägna;23 Jämtlands län;Region Jämtland Härjedalen
2309;2309;Krokom;23;23;Z;Jämtlands län;41;Östersund;SE3;Norra Sverige;SE32;Mellersta Norrland;1;Landsbygdskommuner;12;Landsbygdskommuner nära en större stad;23 Jämtlands län;Region Jämtland Härjedalen
2313;2313;Strömsund;23;23;Z;Jämtlands län;46;Strömsund;SE3;Norra Sverige;SE32;Mellersta Norrland;1;Landsbygdskommuner;11;Landsbygdskommuner avlägset belägna;23 Jämtlands län;Region Jämtland Härjedalen
2321;2321;Åre;23;23;Z;Jämtlands län;41;Östersund;SE3;Norra Sverige;SE32;Mellersta Norrland;1;Landsbygdskommuner;11;Landsbygdskommuner avlägset belägna;23 Jämtlands län;Region Jämtland Härjedalen
2326;2326;Berg;23;23;Z;Jämtlands län;41;Östersund;SE3;Norra Sverige;SE32;Mellersta Norrland;1;Landsbygdskommuner;11;Landsbygdskommuner avlägset belägna;23 Jämtlands län;Region Jämtland Härjedalen
2361;2361;Härjedalen;23;23;Z;Jämtlands län;40;Härjedalen;SE3;Norra Sverige;SE32;Mellersta Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;23 Jämtlands län;Region Jämtland Härjedalen
2380;2380;Östersund;23;23;Z;Jämtlands län;41;Östersund;SE3;Norra Sverige;SE32;Mellersta Norrland;2;Täta kommuner;22;Täta kommuner nära en större stad;23 Jämtlands län;Region Jämtland Härjedalen
2401;2401;Nordmaling;24;24;AC;Västerbottens län;48;Umeå;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;12;Landsbygdskommuner nära en större stad;24 Västerbottens län;Region Västerbotten
2403;2403;Bjurholm;24;24;AC;Västerbottens län;48;Umeå;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;12;Landsbygdskommuner nära en större stad;24 Västerbottens län;Region Västerbotten
2404;2404;Vindeln;24;24;AC;Västerbottens län;48;Umeå;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;12;Landsbygdskommuner nära en större stad;24 Västerbottens län;Region Västerbotten
2409;2409;Robertsfors;24;24;AC;Västerbottens län;48;Umeå;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;12;Landsbygdskommuner nära en större stad;24 Västerbottens län;Region Västerbotten
2417;2417;Norsjö;24;24;AC;Västerbottens län;52;Skellefteå;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;24 Västerbottens län;Region Västerbotten
2418;2418;Malå;24;24;AC;Västerbottens län;49;Lycksele;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;24 Västerbottens län;Region Västerbotten
2421;2421;Storuman;24;24;AC;Västerbottens län;51;Storuman;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;24 Västerbottens län;Region Västerbotten
2422;2422;Sorsele;24;24;AC;Västerbottens län;54;Arjeplog;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;24 Västerbottens län;Region Västerbotten
2425;2425;Dorotea;24;24;AC;Västerbottens län;46;Strömsund;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;24 Västerbottens län;Region Västerbotten
2460;2460;Vännäs;24;24;AC;Västerbottens län;48;Umeå;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;12;Landsbygdskommuner nära en större stad;24 Västerbottens län;Region Västerbotten
2462;2462;Vilhelmina;24;24;AC;Västerbottens län;50;Vilhelmina;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;24 Västerbottens län;Region Västerbotten
2463;2463;Åsele;24;24;AC;Västerbottens län;47;Åsele;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;24 Västerbottens län;Region Västerbotten
2480;2480;Umeå;24;24;AC;Västerbottens län;48;Umeå;SE3;Norra Sverige;SE33;Övre Norrland;2;Täta kommuner;22;Täta kommuner nära en större stad;24 Västerbottens län;Region Västerbotten
2481;2481;Lycksele;24;24;AC;Västerbottens län;49;Lycksele;SE3;Norra Sverige;SE33;Övre Norrland;2;Täta kommuner;21;Täta kommuner avlägset belägna;24 Västerbottens län;Region Västerbotten
2482;2482;Skellefteå;24;24;AC;Västerbottens län;52;Skellefteå;SE3;Norra Sverige;SE33;Övre Norrland;2;Täta kommuner;21;Täta kommuner avlägset belägna;24 Västerbottens län;Region Västerbotten
2505;2505;Arvidsjaur;25;25;BD;Norrbottens län;53;Arvidsjaur;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;25 Norrbottens län;Region Norrbotten
2506;2506;Arjeplog;25;25;BD;Norrbottens län;54;Arjeplog;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;25 Norrbottens län;Region Norrbotten
2510;2510;Jokkmokk;25;25;BD;Norrbottens län;58;Jokkmokk;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;25 Norrbottens län;Region Norrbotten
2513;2513;Överkalix;25;25;BD;Norrbottens län;57;Överkalix;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;11;Landsbygdskommuner avlägset belägna;25 Norrbottens län;Region Norrbotten
2514;2514;Kalix;25;25;BD;Norrbottens län;55;Luleå;SE3;Norra Sverige;SE33;Övre Norrland;2;Täta kommuner;21;Täta kommuner avlägset belägna;25 Norrbottens län;Region Norrbotten
2518;2518;Övertorneå;25;25;BD;Norrbottens län;55;Luleå;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;25 Norrbottens län;Region Norrbotten
2521;2521;Pajala;25;25;BD;Norrbottens län;60;Kiruna;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;10;Landsbygdskommuner mycket avlägset belägna;25 Norrbottens län;Region Norrbotten
2523;2523;Gällivare;25;25;BD;Norrbottens län;59;Gällivare;SE3;Norra Sverige;SE33;Övre Norrland;2;Täta kommuner;21;Täta kommuner avlägset belägna;25 Norrbottens län;Region Norrbotten
2560;2560;Älvsbyn;25;25;BD;Norrbottens län;55;Luleå;SE3;Norra Sverige;SE33;Övre Norrland;1;Landsbygdskommuner;11;Landsbygdskommuner avlägset belägna;25 Norrbottens län;Region Norrbotten
2580;2580;Luleå;25;25;BD;Norrbottens län;55;Luleå;SE3;Norra Sverige;SE33;Övre Norrland;2;Täta kommuner;22;Täta kommuner nära en större stad;25 Norrbottens län;Region Norrbotten
2581;2581;Piteå;25;25;BD;Norrbottens län;55;Luleå;SE3;Norra Sverige;SE33;Övre Norrland;2;Täta kommuner;22;Täta kommuner nära en större stad;25 Norrbottens län;Region Norrbotten
2582;2582;Boden;25;25;BD;Norrbottens län;55;Luleå;SE3;Norra Sverige;SE33;Övre Norrland;2;Täta kommuner;22;Täta kommuner nära en större stad;25 Norrbottens län;Region Norrbotten
2583;2583;Haparanda;25;25;BD;Norrbottens län;56;Haparanda;SE3;Norra Sverige;SE33;Övre Norrland;2;Täta kommuner;21;Täta kommuner avlägset belägna;25 Norrbottens län;Region Norrbotten
2584;2584;Kiruna;25;25;BD;Norrbottens län;60;Kiruna;SE3;Norra Sverige;SE33;Övre Norrland;2;Täta kommuner;21;Täta kommuner avlägset belägna;25 Norrbottens län;Region Norrbotten
